source,track,archival_status,is_in_core_corpus,replaced_by_doi,matched_archival_id,matched_archival_doi,openalex_id,title,doi,type,publication_date,publication_year,is_watchlist_candidate,watchlist_tag,resilience_paradigm,cloud_context,cited_by_count,best_pdf_url
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4210846149,A novel independent job rescheduling strategy for cloud resilience in the cloud environment,10.1108/aci-06-2021-0172,article,2022-02-08,2022,False,,Simulation,GeneralCloud,3,https://www.emerald.com/insight/content/doi/10.1108/ACI-06-2021-0172/full/pdf?title=a-novel-independent-job-rescheduling-strategy-for-cloud-resilience-in-the-cloud-environment
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4387603196,Optimization of Task-Scheduling Strategy in Edge Kubernetes Clusters Based on Deep Reinforcement Learning,10.3390/math11204269,article,2023-10-13,2023,False,,ML,K8s,7,https://www.mdpi.com/2227-7390/11/20/4269/pdf?version=1697162059
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4393161659,The Promise of Serverless Computing within Peer-to-Peer Architectures for Distributed ML Training,10.1609/aaai.v38i21.30392,article,2024-03-24,2024,False,,ML,Serverless,1,https://ojs.aaai.org/index.php/AAAI/article/download/30392/32459
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409249689,IoT-Enabled Digital Twin Ecosystem for Optimizing Maintenance and Minimizing Downtime in Smart Manufacturing,10.46254/ba07.20240144,article,2024-12-21,2024,False,,Simulation,GeneralCloud,2,https://ieomsociety.org/proceedings/bangladesh2024/144.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405860425,Efficient Data Sharding Techniques for High-Scalability Applications,10.55544/ijrah.4.6.25,article,2024-11-29,2024,False,,ML,Edge,3,https://ijrah.com/index.php/ijrah/article/download/652/823
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4200023265,Application of Deep Learning in Dynamic Link-Level Virtualization of Cloud Networks Through the Learning Process,10.1109/iscsic54682.2021.00040,article,2021-11-01,2021,False,,ML,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2312629392,Cloud computing for mobile environments,10.1002/cpe.3785,article,2016-03-24,2016,False,,Analytics,GeneralCloud,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cpe.3785
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410906171,Advances in Risk Assessment and Mitigation for Complex Cloud-Based Project Environments,10.54660/.jfmr.2023.4.1.309-320,article,2023-01-01,2023,False,,Analytics,GeneralCloud,3,https://www.multidisciplinaryfrontiers.com/uploads/archives/20250530105925_FMR-2025-1-130.1.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409911531,Fuzzy logic-based IoT system for optimizing irrigation with cloud computing: Enhancing water sustainability in smart agriculture,10.1016/j.atech.2025.100979,article,2025-04-29,2025,False,,Analytics,GeneralCloud,41,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411620438,AI-Driven Insights for Risk Management in Banking: Leveraging Cloud-Native Technologies for Scalability,10.63282/3050-9262.ijaidsml-v6i1p104,article,2025-01-01,2025,False,,ML,Unknown,2,https://ijaidsml.org/index.php/ijaidsml/article/download/7/5
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407786856,A Systematic Approach for Performance Efficiency of Distributed Networks Using Machine Learning Techniques and Network Simulator 2,10.1109/icmcsi64620.2025.10883166,article,2025-01-07,2025,False,,ML,GeneralCloud,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3110909937,Coral-Pie,10.1145/3423211.3425686,article,2020-12-07,2020,False,,Simulation,Edge,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414038332,Machine edge-aware IoT framework for real-time health monitoring: Sensor fusion and AI-driven emergency response in decentralized networks,10.1016/j.aej.2025.08.030,article,2025-09-06,2025,False,,Simulation,GeneralCloud,10,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4416582889,"A Systematic Review of State-of-the-Art TinyML Applications in Healthcare, Education, and Transportation",10.1109/access.2025.3633575,article,2025-01-01,2025,False,,ML,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4392884988,Web service reliability and scalability determination using optimized depth wise separable convolutional neural network,10.1002/qre.3530,article,2024-03-15,2024,False,,ML,GeneralCloud,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qre.3530
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2010429948,Autonomic computing,10.1145/1998582.1998584,article,2011-06-14,2011,False,,ML,GeneralCloud,32,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4315647075,Distributed deep learning enabled prediction on cutting tool wear and remaining useful life,10.1177/09544054221148776,article,2023-01-11,2023,False,,ML,Edge,9,https://eprints.bournemouth.ac.uk/38041/13/IMechEB2022-final%20%281%29.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2883490043,SLBot: A Serverless Botnet Based on Service Flux,10.1109/dsc.2018.00034,article,2018-06-01,2018,False,,Analytics,Serverless,13,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2017885226,Global Resources Integrated Resilience for Software Defined Data Center Interconnection Based on IP Over Elastic Optical Network,10.1109/lcomm.2014.2353633,article,2014-09-08,2014,False,,Simulation,GeneralCloud,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414404988,Deep Learning Algorithms for Predictive Maintenance in Data Centers,10.1109/icctdc64446.2025.11159024,article,2025-07-04,2025,False,,ML,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408224791,A Petri Net-based framework for modeling and simulation of resource scheduling policies in Edge Cloud Continuum,10.1016/j.simpat.2025.103098,article,2025-03-07,2025,False,,Simulation,Edge,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4388949807,Bolstering the Mobile Cloud: Addressing Emerging Threats and Strengthening Multi-Layered Defenses for Robust Mobile Security,10.1109/iotsms59855.2023.10325824,article,2023-10-23,2023,False,,Formal,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414035811,Self-Learning autonomous cyber defense agents in AI-empowered security operations,10.51594/csitrj.v6i8.2011,article,2025-09-06,2025,False,,ML,Unknown,3,https://fepbl.com/index.php/csitrj/article/download/2011/2291
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2548163129,Resiliency in the sustainability of Distributed Green Data Centers,10.1109/igcc.2015.7393685,article,2015-12-01,2015,False,,Simulation,GeneralCloud,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1512090184,Power Efficient MapReduce Workload Acceleration Using Integrated-GPU,10.1109/bigdataservice.2015.12,article,2015-03-01,2015,False,,ML,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411037939,Framework for Designing Secure Card-as-a-Service Platforms with Dynamic Risk Monitoring Capabilities,10.54660/.ijmrge.2022.3.4.644-651,article,2022-01-01,2022,False,,ML,Unknown,3,https://www.allmultidisciplinaryjournal.com/uploads/archives/20250604135017_MGE-2025-3-208.1.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411610386,"Networking with AI: Optimizing Network Planning, Management, and Security through the medium of Artificial Intelligence",10.17148/iarjset.2025.12649,article,2025-06-24,2025,False,,ML,Edge,2,https://doi.org/10.17148/iarjset.2025.12649
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2893967483,Route Aware Virtual Machine Migration in Cloud Datacenter,10.1109/icicct.2018.8472980,article,2018-04-01,2018,False,,Simulation,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3185531724,Research Cloud Bazaar: A software defined cloud workflow cost management tool,10.1145/3437359.3465602,article,2021-07-17,2021,False,,ML,GeneralCloud,2,https://dl.acm.org/doi/pdf/10.1145/3437359.3465602
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3195940547,Automation of Disaster Recovery and Security in Cloud Computing,10.1109/iccict50803.2021.9510110,article,2021-06-25,2021,False,,ML,GeneralCloud,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3015985529,Optimal Resource Estimation Policy Selection for Ecommerce Applications in Cloud,10.1109/icatiece45860.2019.9063825,article,2019-03-01,2019,False,,Simulation,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4399533621,Securing Multi-Cloud Architectures: A Machine Learning Perspective,10.60087/jaigs.v2i1.160,article,2024-02-29,2024,False,,ML,MultiCloud,1,https://ojs.boulibrary.com/index.php/JAIGS/article/download/160/120
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4404181788,Development of generic AI models to predict the movement of vehicles on bridges,10.1016/j.prostr.2024.09.307,article,2024-01-01,2024,False,,ML,GeneralCloud,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4389935529,Load balancing model for cloud environment using swarm intelligence technique,10.3233/mgs-230021,article,2023-12-15,2023,False,,Simulation,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3010278286,Quantitative evaluation of fault propagation in a commercial cloud system,10.1177/1550147720903613,article,2020-03-01,2020,False,,Chaos,GeneralCloud,2,https://journals.sagepub.com/doi/pdf/10.1177/1550147720903613
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3133776479,Optimization of Energy and Area of a Randshift: Fault-Tolerant Technique using FPGA design flow,10.1109/icict50816.2021.9358555,article,2021-01-20,2021,False,,Simulation,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4391249567,Deep Reinforcement Learning for Resource Allocation in Edge Computing for IoT,10.1109/ic3i59117.2023.10397693,article,2023-09-14,2023,False,,ML,Edge,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2123318202,HOLMES,10.1145/1827418.1827461,article,2010-07-12,2010,False,,ML,GeneralCloud,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407175167,RETRACTED ARTICLE: Optimizing English translation processing of conceptual metaphors in big data technology texts,10.1186/s13662-025-03871-6,article,2025-02-05,2025,False,,ML,GeneralCloud,3,https://link.springer.com/content/pdf/10.1186/s13662-025-03871-6.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4391889469,A Chaos Recommendation Tool for Reliability Testing in Large-Scale Cloud-Native Systems,10.1109/comsnets59351.2024.10427311,article,2024-01-03,2024,False,,Chaos,Unknown,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4229066445,"Intention, trust and risks as core determinants of cloud computing usage behavior",10.1108/jsit-09-2020-0180,article,2022-05-04,2022,False,,Analytics,GeneralCloud,10,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4319320116,An Innovative Cloud-Fog-Based Smart Grid Scheme for Efficient Resource Utilization,10.3390/s23041752,article,2023-02-04,2023,False,,Simulation,Edge,20,https://www.mdpi.com/1424-8220/23/4/1752/pdf?version=1675492282
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1994355994,Self-managing SLA compliance in cloud architectures,10.1145/2304656.2304665,article,2012-06-25,2012,False,,Simulation,GeneralCloud,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414405427,Secure LLM-Oriented Data Engineering Pipelines for Scalable AI Workflows in Multi-Cloud Environments,10.1109/icctdc64446.2025.11158901,article,2025-07-04,2025,False,,ML,MultiCloud,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413459478,"Hybrid AI Models in Network Security: Combining ML, DL, and Rule-Based Systems",10.63282/3050-922x.ijeret-v5i4p111,article,2024-01-01,2024,False,,ML,Unknown,2,https://ijeret.org/index.php/ijeret/article/download/233/221
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410872229,Database Evolution: The Transformation of Data Partitioning and Indexing in the Cloud Era,10.32996/jcsts.2025.7.5.3,article,2025-05-29,2025,False,,ML,GeneralCloud,2,https://al-kindipublisher.com/index.php/jcsts/article/download/9757/8422
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2736362292,Providing Service Continuity in Clouds Under Power Outage,10.1109/tsc.2017.2728795,article,2017-07-19,2017,False,,Simulation,GeneralCloud,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408106129,Cloud-Based Resource Management for Scalable Application Deployment,10.11648/j.wcmc.20251201.11,article,2025-02-10,2025,False,,ML,GeneralCloud,1,http://article.sciencepg.com/pdf/j.wcmc.20251201.11
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410537150,AI-Enhanced Disaster Recovery Strategies for SAP S/4HANA in the Cloud,10.1109/ic3ecsbhi63591.2025.10991048,article,2025-01-16,2025,False,,ML,Edge,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407379348,"AI ML and cloud computing: exploring models, challenges and opportunities",10.30574/wjarr.2025.25.2.0430,article,2025-02-11,2025,False,,ML,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414259693,The Role of Chaos Engineering in Enhancing System Resilience and Reliability in Modern Distributed Architectures,10.22399/ijcesen.3885,article,2025-09-14,2025,False,,Chaos,Unknown,2,https://ijcesen.com/index.php/ijcesen/article/download/3885/1150
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4390188842,An Edge-Cloud Infrastructure for Weed Detection in Precision Agriculture,10.1109/dasc/picom/cbdcom/cy59711.2023.10361387,article,2023-11-14,2023,False,,ML,Edge,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405633685,An Architecture of a Web Application for Deploying Machine Learning Models in Healthcare Domain,10.1109/isetc63109.2024.10797433,article,2024-11-07,2024,False,,ML,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3172889629,Dependability and Sustainability Evaluation of Data Center Electrical Architectures,10.1109/syscon48628.2021.9447132,article,2021-04-15,2021,False,,Analytics,GeneralCloud,8,
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W4283831659,10.5281/zenodo.6801048,https://openalex.org/W4283831659,AN IMPROVED ECC ALGORITHM FOR SECURE CLOUD STORAGE SYSTEM WITH THE HELP OF SHA-256 BASED USER AUTHENTICATION AND DEEP LEARNING BASED INTRUSION DETECTION SYSTEM,10.5281/zenodo.6801048,article,2022-06-29,2022,False,,ML,GeneralCloud,0,https://zenodo.org/record/6801048
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W4391583903,10.1109/icdmw60847.2023.00158,https://openalex.org/W4391583903,A Roadmap towards Intelligent Operations for Reliable Cloud Computing Systems,10.1109/icdmw60847.2023.00158,article,2023-12-04,2023,False,,ML,GeneralCloud,0,
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W7126452335,10.3390/fi18020074,https://openalex.org/W7126452335,DACCA: Distributed Adaptive Cloud Continuum Architecture,10.3390/fi18020074,article,2026-02-01,2026,False,,ML,K8s,0,https://www.mdpi.com/1999-5903/18/2/74/pdf
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W7130828561,10.3390/en19041084,https://openalex.org/W7130828561,AI-Driven Virtual Power Plants: A Comprehensive Review,10.3390/en19041084,article,2026-02-20,2026,False,,ML,Edge,0,https://www.mdpi.com/1996-1073/19/4/1084/pdf?version=1771604749
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W3164465569,10.1109/tnet.2022.3147320,https://openalex.org/W3164465569,Transmission Failure Analysis of Multi-Protection Routing in Data Center Networks With Heterogeneous Edge-Core Servers,10.1109/tnet.2022.3147320,article,2022-02-07,2022,False,,Simulation,Edge,33,https://arxiv.org/pdf/2105.11491
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W4417180467,10.51483/ijdsbda.5.2.2025.102-110,https://openalex.org/W4417180467,ML-Driven Threat Detection with Azure Security Center,10.51483/ijdsbda.5.2.2025.102-110,article,2025-11-25,2025,False,,ML,MultiCloud,0,https://doi.org/10.51483/ijdsbda.5.2.2025.102-110
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W4411584331,10.1109/aemcse65292.2025.11042559,https://openalex.org/W4411584331,An Intelligent Fault Self-Healing Mechanism for Cloud AI Systems via Integration of Large Language Models and Deep Reinforcement Learning,10.1109/aemcse65292.2025.11042559,article,2025-05-09,2025,False,,Chaos,GeneralCloud,1,
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W4413360903,10.1109/cloud67622.2025.00015,https://openalex.org/W4413360903,Streamlining Resilient Kubernetes Autoscaling with Multi-Agent Systems via an Automated Online Design Framework,10.1109/cloud67622.2025.00015,article,2025-07-07,2025,False,,ML,K8s,0,
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W7125139734,10.5120/ijca2026926213,https://openalex.org/W7125139734,Cognitive Platform Engineering for Autonomous Cloud Operations,10.5120/ijca2026926213,article,2026-01-20,2026,False,,ML,K8s,0,https://doi.org/10.5120/ijca2026926213
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W4414223327,10.1609/icaps.v35i1.36133,https://openalex.org/W4414223327,Rack Position Optimization in Large-Scale Heterogeneous Data Centers,10.1609/icaps.v35i1.36133,article,2025-09-16,2025,False,,ML,GeneralCloud,0,https://ojs.aaai.org/index.php/ICAPS/article/download/36133/38287
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W4402264539,10.1109/sp54263.2024.00201,https://openalex.org/W4402264539,AquaSonic: Acoustic Manipulation of Underwater Data Center Operations and Resource Management,10.1109/sp54263.2024.00201,article,2024-05-19,2024,False,,ML,GeneralCloud,1,
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W4393866966,10.1177/00375497241241340,https://openalex.org/W4393866966,An open-source simulation platform for benchmarking geo-distributed data center schedulers,10.1177/00375497241241340,article,2024-04-02,2024,False,,Simulation,GeneralCloud,0,
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W7117852089,,https://openalex.org/W7117852089,"Cyber Resilience in Next-Generation Networks: Threat Landscape, Theoretical Foundations, and Design Paradigms",,article,2025-12-27,2025,False,,ML,Unknown,0,https://arxiv.org/pdf/2512.22721
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W7133570698,,https://openalex.org/W7133570698,Fuzzing Microservices in Face of Intrinsic Uncertainties,,article,2026-03-03,2026,False,,Simulation,Unknown,0,https://arxiv.org/pdf/2603.02551
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W7125353029,,https://openalex.org/W7125353029,Serverless AI Security: Attack Surface Analysis and Runtime Protection Mechanisms for FaaS-Based Machine Learning,,article,2026-01-15,2026,False,,ML,Serverless,0,https://arxiv.org/pdf/2601.11664
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W7127541467,,https://openalex.org/W7127541467,Cast: Automated Resilience Testing for Production Cloud Service Systems,,article,2026-02-01,2026,False,,Chaos,GeneralCloud,0,https://arxiv.org/pdf/2602.00972
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W7127739668,,https://openalex.org/W7127739668,Real-World Applications of AI in LTE and 5G-NR Network Infrastructure,,article,2026-02-02,2026,False,,ML,GeneralCloud,0,https://arxiv.org/pdf/2602.02787
OpenAlex Title Resolution,core,archival,True,,https://openalex.org/W7135428890,,https://openalex.org/W7135428890,AGMARL-DKS: An Adaptive Graph-Enhanced Multi-Agent Reinforcement Learning for Dynamic Kubernetes Scheduling,,article,2026-03-12,2026,False,,ML,K8s,0,https://arxiv.org/pdf/2603.12031
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2321937668,基于效用的云计算容错策略和模型,10.1360/n112013-00131,article,2014-01-01,2014,False,,Formal,GeneralCloud,3,
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4293783125,On Evaluating Self-Adaptive and Self-Healing Systems using Chaos Engineering,10.48550/arxiv.2208.13227,preprint,2022-08-28,2022,True,Candidate for Preprint Watchlist (trends-only),Chaos,Unknown,0,https://arxiv.org/pdf/2208.13227
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4393934532,Can My Microservice Tolerate an Unreliable Database? Resilience Testing with Fault Injection and Visualization,10.1145/3639478.3640021,preprint,2024-04-14,2024,True,Candidate for Preprint Watchlist (trends-only),Chaos,Unknown,4,https://dl.acm.org/doi/pdf/10.1145/3639478.3640021
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W2971956484,Towards service discovery and autonomic version management in self-healing microservices architecture,10.1145/3344948.3344952,preprint,2019-09-05,2019,True,Candidate for Preprint Watchlist (trends-only),Chaos,Unknown,11,
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W2896903681,numpywren: serverless linear algebra,10.48550/arxiv.1810.09679,preprint,2018-10-23,2018,True,Candidate for Preprint Watchlist (trends-only),ML,Serverless,67,https://arxiv.org/pdf/1810.09679
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4322718219,Architecting Peer-to-Peer Serverless Distributed Machine Learning Training for Improved Fault Tolerance,10.48550/arxiv.2302.13995,preprint,2023-02-27,2023,True,Candidate for Preprint Watchlist (trends-only),ML,Serverless,1,https://arxiv.org/pdf/2302.13995
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W2949516825,Layerwise Perturbation-Based Adversarial Training for Hard Drive Health Degree Prediction,10.48550/arxiv.1809.04188,preprint,2018-09-11,2018,True,Candidate for Preprint Watchlist (trends-only),ML,GeneralCloud,2,https://arxiv.org/pdf/1809.04188
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W7549854,Cloud elasticity using probabilistic model checking,10.48550/arxiv.1405.4699,preprint,2014-05-19,2014,True,Candidate for Preprint Watchlist (trends-only),Formal,GeneralCloud,27,https://arxiv.org/pdf/1405.4699
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W2963670827,Intermediate Data Caching Optimization for Multi-Stage and Parallel Big Data Frameworks,10.1109/cloud.2018.00042,preprint,2018-07-01,2018,True,Candidate for Preprint Watchlist (trends-only),ML,GeneralCloud,37,
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W2997014358,Ripple: A Practical Declarative Programming Framework for Serverless Compute,10.48550/arxiv.2001.00222,preprint,2020-01-01,2020,True,Candidate for Preprint Watchlist (trends-only),ML,Serverless,11,https://arxiv.org/pdf/2001.00222
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4405714790,Microservices-Based Framework for Predictive Analytics and Real-time Performance Enhancement in Travel Reservation Systems,10.48550/arxiv.2412.15616,preprint,2024-12-20,2024,True,Candidate for Preprint Watchlist (trends-only),ML,Unknown,3,https://arxiv.org/pdf/2412.15616
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4404308540,"Optimizing Travel Itineraries with AI Algorithms in a Microservices Architecture: Balancing Cost, Time, Preferences, and Sustainability",10.48550/arxiv.2410.17943,preprint,2024-10-23,2024,True,Candidate for Preprint Watchlist (trends-only),ML,Unknown,2,https://arxiv.org/pdf/2410.17943
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4383820854,Seedback-rl- Scalable and Efficient Deep-rl Equipped With Backup Queue for Task Assignment in Fault Tolerant Fog Computing,10.21203/rs.3.rs-3127196/v1,preprint,2023-07-10,2023,True,Candidate for Preprint Watchlist (trends-only),ML,Edge,2,https://www.researchsquare.com/article/rs-3127196/latest.pdf
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4413722776,"Industrial Scheduling in the Digital Era: Challenges, State-of-the-Art Methods, and Deep Learning Perspectives",10.20944/preprints202508.1120.v2,preprint,2025-08-26,2025,True,Candidate for Preprint Watchlist (trends-only),ML,Edge,1,https://www.preprints.org/frontend/manuscript/896b00acad2fa0d7600252de7b4654ba/download_pub
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4280633163,Towards Resilient Access Equality for 6G Serverless p-LEO Satellite Networks,10.48550/arxiv.2205.08430,preprint,2022-05-17,2022,True,Candidate for Preprint Watchlist (trends-only),ML,Serverless,2,https://arxiv.org/pdf/2205.08430
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4394709422,A Comprehensive Benchmarking Analysis of Fault Recovery in Stream Processing Frameworks,10.1145/3629104.3666040,preprint,2024-06-24,2024,True,Candidate for Preprint Watchlist (trends-only),Chaos,Unknown,10,https://arxiv.org/pdf/2404.06203
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4229026149,SMLT: A Serverless Framework for Scalable and Adaptive Machine Learning Design and Training,10.48550/arxiv.2205.01853,preprint,2022-05-04,2022,True,Candidate for Preprint Watchlist (trends-only),ML,Serverless,4,https://arxiv.org/pdf/2205.01853
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W3014841883,Provisioning Spot Instances Without Employing Fault-Tolerance Mechanisms,10.1109/ispdc51135.2020.00026,preprint,2020-07-01,2020,True,Candidate for Preprint Watchlist (trends-only),Simulation,GeneralCloud,3,https://arxiv.org/pdf/2003.13846
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4319264378,Security monitoring of microservice-based applications,10.36227/techrxiv.21988703,preprint,2023-02-05,2023,True,Candidate for Preprint Watchlist (trends-only),ML,Unknown,1,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.21988703.v1
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W3202331934,FTPipeHD: A Fault-Tolerant Pipeline-Parallel Distributed Training Framework for Heterogeneous Edge Devices,10.48550/arxiv.2110.02781,preprint,2021-10-06,2021,True,Candidate for Preprint Watchlist (trends-only),ML,GeneralCloud,4,https://arxiv.org/pdf/2110.02781
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4392186099,Neural Network Based Anomaly Detection Method for Network Datasets,10.36227/techrxiv.170906907.74394397/v1,preprint,2024-02-27,2024,True,Candidate for Preprint Watchlist (trends-only),ML,GeneralCloud,5,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.170906907.74394397
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W3034068063,A Scalable and Cloud-Native Hyperparameter Tuning System,10.48550/arxiv.2006.02085,preprint,2020-06-03,2020,True,Candidate for Preprint Watchlist (trends-only),ML,Unknown,2,https://arxiv.org/pdf/2006.02085
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W4391605154,DEThresh: Enhancing Cloud Computing Performance with Differential Evolution-Driven Datacenter Selection and Threshold-based Load Balancing Optimization,10.21203/rs.3.rs-3929293/v1,preprint,2024-02-07,2024,True,Candidate for Preprint Watchlist (trends-only),Simulation,GeneralCloud,1,https://www.researchsquare.com/article/rs-3929293/latest.pdf
OpenAlex Preprint Stream,preprint_watchlist,preprint_watchlist,False,,,,https://openalex.org/W2811419027,Spotlight: Scalable Transport Layer Load Balancing for Data Center Networks,10.1109/tcc.2020.3024834,preprint,2020-09-18,2020,True,Candidate for Preprint Watchlist (trends-only),Simulation,GeneralCloud,5,https://arxiv.org/pdf/1806.08455
